match_id,team_id,venue_id,team_name,date,start_time,team_score,opponent_id,opponent_score,all_out,declare,extras,raid_bonus_points,raid_touch_points,tackle_capture_points,tackle_capture_bonus_points,empty_raids_count,successful_raids_count,unsuccessful_raids_count,successful_tackles_count,unsuccessful_tackles_count,result,series_name,stage,is_home
732,31,8,Gujarat Fortunegiants,12/12/2018,20:00,47,28,37,4,0,1,4,26,11,1,18,20,7,11,20,Gujarat Fortunegiants beat Haryana Steelers (47-37),"Pro Kabaddi League Season 6, 2018",Group,0
733,8,8,Telugu Titans,12/12/2018,21:00,24,1,37,0,0,0,9,7,8,0,19,10,14,8,15,Bengaluru Bulls beat Telugu Titans (37-24),"Pro Kabaddi League Season 6, 2018",Group,0
733,1,8,Bengaluru Bulls,12/12/2018,21:00,37,8,24,4,0,2,3,15,13,0,18,18,8,13,7,Bengaluru Bulls beat Telugu Titans (37-24),"Pro Kabaddi League Season 6, 2018",Group,0
734,8,8,Telugu Titans,12/13/2018,20:00,41,6,36,4,0,1,4,18,14,0,21,19,7,14,16,Telugu Titans beat Patna Pirates (41-36),"Pro Kabaddi League Season 6, 2018",Group,0
734,6,8,Patna Pirates,12/13/2018,20:00,36,8,41,2,0,0,8,16,7,3,18,15,14,7,18,Telugu Titans beat Patna Pirates (41-36),"Pro Kabaddi League Season 6, 2018",Group,0
735,3,25,Jaipur Pink Panthers,12/14/2018,20:00,36,7,23,4,0,1,0,14,15,2,20,14,9,15,10,Jaipur Pink Panthers beat Puneri Paltan (36-23),"Pro Kabaddi League Season 6, 2018",Group,0
735,7,25,Puneri Paltan,12/14/2018,20:00,23,3,36,0,0,0,4,10,9,0,15,12,15,9,14,Jaipur Pink Panthers beat Puneri Paltan (36-23),"Pro Kabaddi League Season 6, 2018",Group,0
736,4,25,Bengal Warriors,12/14/2018,21:00,28,29,21,2,0,0,5,11,10,0,24,11,9,10,9,Bengal Warriors beat Tamil Thalaivas (28-21),"Pro Kabaddi League Season 6, 2018",Group,0
736,29,25,Tamil Thalaivas,12/14/2018,21:00,21,4,28,0,0,0,2,9,9,1,24,10,10,9,11,Bengal Warriors beat Tamil Thalaivas (28-21),"Pro Kabaddi League Season 6, 2018",Group,0
737,30,25,U.P. Yoddha,12/15/2018,20:00,25,29,25,0,0,3,6,10,6,0,20,15,9,6,12,Match Tied,"Pro Kabaddi League Season 6, 2018",Group,0
737,29,25,Tamil Thalaivas,12/15/2018,20:00,25,30,25,0,0,4,1,12,7,1,24,12,8,7,10,Match Tied,"Pro Kabaddi League Season 6, 2018",Group,0
738,3,25,Jaipur Pink Panthers,12/15/2018,21:00,35,5,35,4,0,3,1,17,9,1,18,16,11,9,17,Match Tied,"Pro Kabaddi League Season 6, 2018",Group,0
738,5,25,U Mumba,12/15/2018,21:00,35,3,35,2,0,1,5,17,10,0,15,21,9,10,17,Match Tied,"Pro Kabaddi League Season 6, 2018",Group,0
739,6,25,Patna Pirates,12/16/2018,20:00,31,30,47,0,0,1,7,14,8,1,16,16,14,8,19,U.P. Yoddha beat Patna Pirates (47-31),"Pro Kabaddi League Season 6, 2018",Group,0
739,30,25,U.P. Yoddha,12/16/2018,20:00,47,6,31,6,0,2,7,19,13,0,20,17,8,13,14,U.P. Yoddha beat Patna Pirates (47-31),"Pro Kabaddi League Season 6, 2018",Group,0
740,3,25,Jaipur Pink Panthers,12/16/2018,21:00,29,31,34,2,0,2,3,13,7,2,24,10,12,7,14,Gujarat Fortunegiants beat Jaipur Pink Panthers (34-29),"Pro Kabaddi League Season 6, 2018",Group,0
740,31,25,Gujarat Fortunegiants,12/16/2018,21:00,34,3,29,2,0,1,4,14,12,1,24,14,9,12,13,Gujarat Fortunegiants beat Jaipur Pink Panthers (34-29),"Pro Kabaddi League Season 6, 2018",Group,0
741,1,25,Bengaluru Bulls,12/18/2018,20:00,44,8,28,6,0,4,1,21,11,1,16,18,7,11,11,Bengaluru Bulls beat Telugu Titans (44-28),"Pro Kabaddi League Season 6, 2018",Group,0
741,8,25,Telugu Titans,12/18/2018,20:00,28,1,44,2,0,1,5,11,7,2,16,11,13,7,21,Bengaluru Bulls beat Telugu Titans (44-28),"Pro Kabaddi League Season 6, 2018",Group,0
742,3,25,Jaipur Pink Panthers,12/18/2018,21:00,39,28,30,4,0,1,4,19,11,0,21,17,9,11,10,Jaipur Pink Panthers beat Haryana Steelers (39-30),"Pro Kabaddi League Season 6, 2018",Group,0
742,28,25,Haryana Steelers,12/18/2018,21:00,30,3,39,2,0,0,9,10,9,0,20,15,12,9,19,Jaipur Pink Panthers beat Haryana Steelers (39-30),"Pro Kabaddi League Season 6, 2018",Group,1
743,6,25,Patna Pirates,12/19/2018,20:00,40,1,40,4,0,3,5,21,7,0,11,20,11,7,14,Match Tied,"Pro Kabaddi League Season 6, 2018",Group,0
743,1,25,Bengaluru Bulls,12/19/2018,20:00,40,6,40,2,0,1,12,14,10,1,14,21,7,10,21,Match Tied,"Pro Kabaddi League Season 6, 2018",Group,0
744,3,25,Jaipur Pink Panthers,12/19/2018,21:00,31,31,33,2,0,3,5,13,7,1,21,14,8,7,18,Gujarat Fortunegiants beat Jaipur Pink Panthers (33-31),"Pro Kabaddi League Season 6, 2018",Group,0
744,31,25,Gujarat Fortunegiants,12/19/2018,21:00,33,3,31,4,0,0,3,18,8,0,19,17,8,8,13,Gujarat Fortunegiants beat Jaipur Pink Panthers (33-31),"Pro Kabaddi League Season 6, 2018",Group,0
745,3,25,Jaipur Pink Panthers,12/20/2018,20:00,37,2,37,2,0,2,6,19,6,2,18,18,7,6,19,Match Tied,"Pro Kabaddi League Season 6, 2018",Group,0
745,2,25,Dabang Delhi K.C.,12/20/2018,20:00,37,3,37,2,0,0,7,19,7,2,19,18,7,7,19,Match Tied,"Pro Kabaddi League Season 6, 2018",Group,0
746,7,4,Puneri Paltan,12/21/2018,21:00,35,8,20,4,0,1,3,11,14,2,26,13,4,14,10,Puneri Paltan beat Telugu Titans (35-20),"Pro Kabaddi League Season 6, 2018",Group,0
746,8,4,Telugu Titans,12/21/2018,21:00,20,7,35,0,0,0,5,10,4,1,20,9,15,4,11,Puneri Paltan beat Telugu Titans (35-20),"Pro Kabaddi League Season 6, 2018",Group,0
747,5,4,U Mumba,12/22/2018,20:00,32,30,34,2,0,1,1,16,10,2,15,14,12,10,15,U.P. Yoddha beat U Mumba (34-32),"Pro Kabaddi League Season 6, 2018",Group,0
747,30,4,U.P. Yoddha,12/22/2018,20:00,34,5,32,2,0,0,4,15,12,1,17,14,10,12,16,U.P. Yoddha beat U Mumba (34-32),"Pro Kabaddi League Season 6, 2018",Group,0
748,4,4,Bengal Warriors,12/22/2018,21:00,39,6,23,4,0,1,4,15,14,1,19,16,6,14,13,Bengal Warriors beat Patna Pirates (39-23),"Pro Kabaddi League Season 6, 2018",Group,1
748,6,4,Patna Pirates,12/22/2018,21:00,23,4,39,0,0,0,4,13,6,0,11,15,14,6,15,Bengal Warriors beat Patna Pirates (39-23),"Pro Kabaddi League Season 6, 2018",Group,0
749,4,4,Bengal Warriors,12/23/2018,20:00,31,2,37,2,0,2,4,14,7,2,19,15,7,7,15,Dabang Delhi K.C. beat Bengal Warriors (37-31),"Pro Kabaddi League Season 6, 2018",Group,1
749,2,4,Dabang Delhi K.C.,12/23/2018,20:00,37,4,31,4,0,4,8,15,6,0,18,15,8,6,14,Dabang Delhi K.C. beat Bengal Warriors (37-31),"Pro Kabaddi League Season 6, 2018",Group,0
750,4,4,Bengal Warriors,12/21/2018,20:00,27,29,24,0,0,0,4,13,8,2,24,14,6,8,15,Bengal Warriors beat Tamil Thalaivas (27-24),"Pro Kabaddi League Season 6, 2018",Group,1
750,29,4,Tamil Thalaivas,12/21/2018,20:00,24,4,27,0,0,0,3,15,6,0,21,14,8,6,13,Bengal Warriors beat Tamil Thalaivas (27-24),"Pro Kabaddi League Season 6, 2018",Group,0
751,28,4,Haryana Steelers,12/25/2018,20:00,40,29,40,2,0,0,8,22,7,1,10,23,10,7,23,Match Tied,"Pro Kabaddi League Season 6, 2018",Group,0
751,29,4,Tamil Thalaivas,12/25/2018,20:00,40,28,40,4,0,2,3,23,8,0,15,21,7,8,22,Match Tied,"Pro Kabaddi League Season 6, 2018",Group,0
752,4,4,Bengal Warriors,12/25/2018,21:00,39,8,34,2,0,3,5,22,7,0,20,17,7,7,17,Bengal Warriors beat Telugu Titans (39-34),"Pro Kabaddi League Season 6, 2018",Group,1
752,8,4,Telugu Titans,12/25/2018,21:00,34,4,39,2,0,0,5,17,7,3,18,16,9,7,22,Bengal Warriors beat Telugu Titans (39-34),"Pro Kabaddi League Season 6, 2018",Group,0
753,31,4,Gujarat Fortunegiants,12/26/2018,20:00,37,6,29,2,0,3,6,12,11,3,16,17,7,11,14,Gujarat Fortunegiants beat Patna Pirates (37-29),"Pro Kabaddi League Season 6, 2018",Group,0
753,6,4,Patna Pirates,12/26/2018,20:00,29,31,37,0,0,5,4,14,6,0,13,14,12,6,12,Gujarat Fortunegiants beat Patna Pirates (37-29),"Pro Kabaddi League Season 6, 2018",Group,0
754,4,4,Bengal Warriors,12/26/2018,21:00,37,1,31,4,0,2,5,19,7,0,16,16,7,7,16,Bengal Warriors beat Bengaluru Bulls (37-31),"Pro Kabaddi League Season 6, 2018",Group,1
754,1,4,Bengaluru Bulls,12/26/2018,21:00,31,4,37,2,0,4,3,16,6,0,16,16,7,6,19,Bengal Warriors beat Bengaluru Bulls (37-31),"Pro Kabaddi League Season 6, 2018",Group,0
755,3,4,Jaipur Pink Panthers,12/27/2018,20:00,32,1,40,0,0,0,11,12,8,1,15,20,10,8,19,Bengaluru Bulls beat Jaipur Pink Panthers (40-32),"Pro Kabaddi League Season 6, 2018",Group,0
755,1,4,Bengaluru Bulls,12/27/2018,20:00,40,3,32,4,0,1,6,19,10,0,17,20,8,10,12,Bengaluru Bulls beat Jaipur Pink Panthers (40-32),"Pro Kabaddi League Season 6, 2018",Group,0
756,4,4,Bengal Warriors,12/27/2018,21:00,25,30,41,0,0,2,4,12,6,1,18,10,12,6,17,U.P. Yoddha beat Bengal Warriors (41-25),"Pro Kabaddi League Season 6, 2018",Group,1
756,30,4,U.P. Yoddha,12/27/2018,21:00,41,4,25,6,0,2,2,17,12,2,19,15,6,12,12,U.P. Yoddha beat Bengal Warriors (41-25),"Pro Kabaddi League Season 6, 2018",Group,0
757,5,24,U Mumba,12/30/2018,20:00,29,30,34,0,0,0,6,12,11,0,11,15,17,11,9,U.P. Yoddha beat U Mumba (34-29),"Pro Kabaddi League Season 6, 2018",Playoffs,0
757,30,24,U.P. Yoddha,12/30/2018,20:00,34,5,29,2,0,2,3,9,17,1,22,11,11,17,12,U.P. Yoddha beat U Mumba (34-29),"Pro Kabaddi League Season 6, 2018",Playoffs,0
758,2,24,Dabang Delhi K.C.,12/30/2018,21:00,39,4,28,4,0,2,5,17,10,1,14,21,7,10,13,Dabang Delhi K.C. beat Bengal Warriors (39-28),"Pro Kabaddi League Season 6, 2018",Playoffs,0
758,4,24,Bengal Warriors,12/30/2018,21:00,28,2,39,2,0,2,5,13,6,0,17,13,11,6,17,Dabang Delhi K.C. beat Bengal Warriors (39-28),"Pro Kabaddi League Season 6, 2018",Playoffs,0
759,31,24,Gujarat Fortunegiants,12/31/2018,20:00,29,1,41,2,0,0,5,16,6,0,12,16,14,6,19,Bengaluru Bulls beat Gujarat Fortunegiants (41-29),"Pro Kabaddi League Season 6, 2018",Playoffs,0
759,1,24,Bengaluru Bulls,12/31/2018,20:00,41,31,29,4,0,2,3,19,13,0,20,17,6,13,16,Bengaluru Bulls beat Gujarat Fortunegiants (41-29),"Pro Kabaddi League Season 6, 2018",Playoffs,0
760,30,24,U.P. Yoddha,12/31/2018,21:00,45,2,33,6,0,3,6,20,9,1,16,18,5,9,14,U.P. Yoddha beat Dabang Delhi K.C. (45-33),"Pro Kabaddi League Season 6, 2018",Playoffs,0
760,2,24,Dabang Delhi K.C.,12/31/2018,21:00,33,30,45,2,0,5,8,14,4,0,8,19,12,4,20,U.P. Yoddha beat Dabang Delhi K.C. (45-33),"Pro Kabaddi League Season 6, 2018",Playoffs,0
761,31,5,Gujarat Fortunegiants,1/3/2019,20:00,38,30,31,4,0,2,5,17,10,0,19,16,9,10,13,Gujarat Fortunegiants beat U.P. Yoddha (38-31),"Pro Kabaddi League Season 6, 2018",Playoffs,0
761,30,5,U.P. Yoddha,1/3/2019,20:00,31,31,38,2,0,2,4,13,8,2,17,15,12,8,17,Gujarat Fortunegiants beat U.P. Yoddha (38-31),"Pro Kabaddi League Season 6, 2018",Playoffs,0
762,1,5,Bengaluru Bulls,1/5/2019,20:00,38,31,33,4,0,1,4,22,7,0,12,23,9,7,17,Bengaluru Bulls beat Gujarat Fortunegiants (38-33),"Pro Kabaddi League Season 6, 2018",Final,0
762,31,5,Gujarat Fortunegiants,1/5/2019,20:00,33,1,38,2,0,3,3,17,8,0,18,19,7,8,22,Bengaluru Bulls beat Gujarat Fortunegiants (38-33),"Pro Kabaddi League Season 6, 2018",Final,0
1685,8,9,Telugu Titans,7/20/2019,19:30,25,5,31,0,0,0,8,7,9,1,15,14,11,9,15,U Mumba Beat Telugu Titans  (31-25 ),"Pro Kabaddi League Season 7, 2019",League,1
1685,5,9,U Mumba,7/20/2019,19:30,31,8,25,4,0,1,1,15,10,0,18,13,9,10,7,U Mumba Beat Telugu Titans  (31-25 ),"Pro Kabaddi League Season 7, 2019",League,0
1686,1,9,Bengaluru Bulls,7/20/2019,20:30,34,6,32,2,0,0,5,12,10,5,17,14,11,10,13,Bengaluru Bulls Beat Patna Pirates  (34-32 ),"Pro Kabaddi League Season 7, 2019",League,0
1686,6,9,Patna Pirates,7/20/2019,20:30,32,1,34,2,0,0,5,13,11,1,14,17,10,11,12,Bengaluru Bulls Beat Patna Pirates  (34-32 ),"Pro Kabaddi League Season 7, 2019",League,0
1687,1,9,Bengaluru Bulls,7/21/2019,19:30,24,31,42,0,0,2,10,7,4,1,13,9,17,4,16,Gujarat Fortunegiants Beat Bengaluru Bulls  (42-24 ),"Pro Kabaddi League Season 7, 2019",League,0
1687,31,9,Gujarat Fortunegiants,7/21/2019,19:30,42,1,24,6,0,2,1,16,17,0,19,15,5,17,7,Gujarat Fortunegiants Beat Bengaluru Bulls  (42-24 ),"Pro Kabaddi League Season 7, 2019",League,0
1688,8,9,Telugu Titans,7/21/2019,20:30,26,29,39,0,0,3,6,9,8,0,13,15,14,8,16,Tamil Thalaivas Beat Telugu Titans  (39-26 ),"Pro Kabaddi League Season 7, 2019",League,1
1688,29,9,Tamil Thalaivas,7/21/2019,20:30,39,8,26,4,0,0,4,16,14,1,19,15,8,14,9,Tamil Thalaivas Beat Telugu Titans  (39-26 ),"Pro Kabaddi League Season 7, 2019",League,0
1689,5,9,U Mumba,7/22/2019,19:30,23,3,42,0,0,0,6,12,4,1,16,14,11,4,23,Jaipur Pink Panthers Beat U Mumba  (42-23 ),"Pro Kabaddi League Season 7, 2019",League,0
1689,3,9,Jaipur Pink Panthers,7/22/2019,19:30,42,5,23,6,0,0,2,23,11,0,16,21,4,11,12,Jaipur Pink Panthers Beat U Mumba  (42-23 ),"Pro Kabaddi League Season 7, 2019",League,0
1690,7,9,Puneri Paltan,7/22/2019,20:30,24,28,34,0,0,0,2,12,9,1,17,11,13,9,15,Haryana Steelers Beat Puneri Paltan  (34-24 ),"Pro Kabaddi League Season 7, 2019",League,0
1690,28,9,Haryana Steelers,7/22/2019,20:30,34,7,24,4,0,1,0,15,13,1,20,12,9,13,12,Haryana Steelers Beat Puneri Paltan  (34-24 ),"Pro Kabaddi League Season 7, 2019",League,0
1691,30,9,U.P. Yoddha,7/24/2019,19:30,17,4,48,0,0,2,4,6,5,0,18,8,15,5,22,Bengal Warriors Beat U.P. Yoddha  (48-17 ),"Pro Kabaddi League Season 7, 2019",League,0
1691,4,9,Bengal Warriors,7/24/2019,19:30,48,30,17,8,0,2,2,22,14,0,17,17,6,14,6,Bengal Warriors Beat U.P. Yoddha  (48-17 ),"Pro Kabaddi League Season 7, 2019",League,0
1692,8,9,Telugu Titans,7/24/2019,20:30,33,2,34,0,0,0,9,18,4,2,14,19,6,4,16,Dabang Delhi K.C. Beat Telugu Titans  (34-33 ),"Pro Kabaddi League Season 7, 2019",League,1
1692,2,9,Dabang Delhi K.C.,7/24/2019,20:30,34,8,33,2,0,2,7,16,6,1,12,23,4,6,18,Dabang Delhi K.C. Beat Telugu Titans  (34-33 ),"Pro Kabaddi League Season 7, 2019",League,0
1693,2,9,Dabang Delhi K.C.,7/25/2019,19:30,30,29,29,2,0,6,2,11,8,1,17,10,11,8,10,Dabang Delhi K.C. Beat Tamil Thalaivas  (30-29 ),"Pro Kabaddi League Season 7, 2019",League,0
1693,29,9,Tamil Thalaivas,7/25/2019,19:30,29,2,30,2,0,4,2,10,10,1,17,11,9,10,11,Dabang Delhi K.C. Beat Tamil Thalaivas  (30-29 ),"Pro Kabaddi League Season 7, 2019",League,0
1694,30,9,U.P. Yoddha,7/26/2019,19:30,19,31,44,0,0,2,8,4,5,0,17,9,15,5,22,Gujarat Fortunegiants Beat U.P. Yoddha  (44-19 ),"Pro Kabaddi League Season 7, 2019",League,0
1694,31,9,Gujarat Fortunegiants,7/26/2019,19:30,44,30,19,6,0,1,1,22,14,0,18,17,5,14,4,Gujarat Fortunegiants Beat U.P. Yoddha  (44-19 ),"Pro Kabaddi League Season 7, 2019",League,0
1695,8,9,Telugu Titans,7/26/2019,20:30,22,6,34,0,0,4,2,8,7,1,16,9,14,7,10,Patna Pirates Beat Telugu Titans  (34-22 ),"Pro Kabaddi League Season 7, 2019",League,1
1695,6,9,Patna Pirates,7/26/2019,20:30,34,8,22,4,0,2,2,10,14,2,18,12,8,14,8,Patna Pirates Beat Telugu Titans  (34-22 ),"Pro Kabaddi League Season 7, 2019",League,0
1696,5,5,U Mumba,7/27/2019,19:30,33,7,23,4,0,2,1,14,10,2,20,12,8,10,8,U Mumba Beat Puneri Paltan  (33-23 ),"Pro Kabaddi League Season 7, 2019",League,1
1696,7,5,Puneri Paltan,7/27/2019,19:30,23,5,33,0,0,0,4,8,8,3,19,8,12,8,14,U Mumba Beat Puneri Paltan  (33-23 ),"Pro Kabaddi League Season 7, 2019",League,0
1697,3,5,Jaipur Pink Panthers,7/27/2019,20:30,27,4,25,2,0,3,0,12,10,0,22,11,9,10,11,Jaipur Pink Panthers Beat Bengal Warriors  (27-25 ),"Pro Kabaddi League Season 7, 2019",League,0
1697,4,5,Bengal Warriors,7/27/2019,20:30,25,3,27,0,0,1,2,11,8,3,21,11,10,8,12,Jaipur Pink Panthers Beat Bengal Warriors  (27-25 ),"Pro Kabaddi League Season 7, 2019",League,0
1698,2,5,Dabang Delhi K.C.,7/28/2019,19:30,41,28,21,4,0,6,3,19,8,1,15,17,5,8,12,Dabang Delhi K.C. Beat Haryana Steelers  (41-21 ),"Pro Kabaddi League Season 7, 2019",League,0
1698,28,5,Haryana Steelers,7/28/2019,19:30,21,2,41,0,0,1,4,12,4,0,14,12,10,4,19,Dabang Delhi K.C. Beat Haryana Steelers  (41-21 ),"Pro Kabaddi League Season 7, 2019",League,0
1699,5,5,U Mumba,7/28/2019,20:30,26,1,30,2,0,5,3,12,4,0,19,12,8,4,14,Bengaluru Bulls Beat U Mumba  (30-26 ),"Pro Kabaddi League Season 7, 2019",League,1
1699,1,5,Bengaluru Bulls,7/28/2019,20:30,30,5,26,2,0,5,3,12,6,2,18,14,8,6,12,Bengaluru Bulls Beat U Mumba  (30-26 ),"Pro Kabaddi League Season 7, 2019",League,0
1700,29,5,Tamil Thalaivas,7/29/2019,19:30,23,6,24,0,0,4,0,9,9,1,19,9,11,9,6,Patna Pirates Beat Tamil Thalaivas  (24-23 ),"Pro Kabaddi League Season 7, 2019",League,0
1700,6,5,Patna Pirates,7/29/2019,19:30,24,29,23,0,0,4,1,6,9,4,21,7,11,9,9,Patna Pirates Beat Tamil Thalaivas  (24-23 ),"Pro Kabaddi League Season 7, 2019",League,0
1701,4,5,Bengal Warriors,7/29/2019,20:30,43,7,23,6,0,3,2,20,11,1,15,17,7,11,11,Bengal Warriors Beat Puneri Paltan  (43-23 ),"Pro Kabaddi League Season 7, 2019",League,0
1701,7,5,Puneri Paltan,7/29/2019,20:30,23,4,43,0,0,1,2,11,7,2,17,10,12,7,20,Bengal Warriors Beat Puneri Paltan  (43-23 ),"Pro Kabaddi League Season 7, 2019",League,0
1702,28,5,Haryana Steelers,7/31/2019,19:30,21,3,37,0,0,0,3,9,9,0,17,10,15,9,15,Jaipur Pink Panthers Beat Haryana Steelers  (37-21 ),"Pro Kabaddi League Season 7, 2019",League,0
1702,3,5,Jaipur Pink Panthers,7/31/2019,19:30,37,28,21,4,0,2,2,15,14,0,18,14,9,14,9,Jaipur Pink Panthers Beat Haryana Steelers  (37-21 ),"Pro Kabaddi League Season 7, 2019",League,0
1703,5,5,U Mumba,7/31/2019,20:30,23,30,27,0,0,2,4,6,9,2,17,8,14,9,10,U.P. Yoddha Beat U Mumba  (27-23 ),"Pro Kabaddi League Season 7, 2019",League,1
1703,30,5,U.P. Yoddha,7/31/2019,20:30,27,5,23,2,0,2,0,10,13,0,17,11,10,13,6,U.P. Yoddha Beat U Mumba  (27-23 ),"Pro Kabaddi League Season 7, 2019",League,0
1704,31,5,Gujarat Fortunegiants,8/1/2019,19:30,31,2,26,2,0,2,6,11,10,0,16,14,9,10,13,Gujarat Fortunegiants Beat Dabang Delhi K.C.  (31-26 ),"Pro Kabaddi League Season 7, 2019",League,0
1704,2,5,Dabang Delhi K.C.,8/1/2019,19:30,26,31,31,2,0,2,0,13,8,1,18,11,10,8,11,Gujarat Fortunegiants Beat Dabang Delhi K.C.  (31-26 ),"Pro Kabaddi League Season 7, 2019",League,0
1705,8,5,Telugu Titans,8/2/2019,19:30,20,30,20,0,0,1,2,7,10,0,22,10,11,10,4,Match Tied,"Pro Kabaddi League Season 7, 2019",League,0
1705,30,5,U.P. Yoddha,8/2/2019,19:30,20,8,20,0,0,2,1,4,11,2,27,6,10,11,7,Match Tied,"Pro Kabaddi League Season 7, 2019",League,0
1706,5,5,U Mumba,8/2/2019,20:30,32,31,20,4,0,1,0,15,10,2,23,9,7,10,10,U Mumba Beat Gujarat Fortunegiants  (32-20 ),"Pro Kabaddi League Season 7, 2019",League,1
1706,31,5,Gujarat Fortunegiants,8/2/2019,20:30,20,5,32,0,0,2,0,10,6,2,19,9,11,6,15,U Mumba Beat Gujarat Fortunegiants  (32-20 ),"Pro Kabaddi League Season 7, 2019",League,0
1707,6,6,Patna Pirates,8/3/2019,19:30,21,3,34,0,0,2,3,9,6,1,14,10,16,6,12,Jaipur Pink Panthers Beat Patna Pirates  (34-21 ),"Pro Kabaddi League Season 7, 2019",League,1
1707,3,6,Jaipur Pink Panthers,8/3/2019,19:30,34,6,21,4,0,1,0,12,15,2,24,9,7,15,9,Jaipur Pink Panthers Beat Patna Pirates  (34-21 ),"Pro Kabaddi League Season 7, 2019",League,0
1708,4,6,Bengal Warriors,8/3/2019,20:30,42,1,43,4,0,3,6,23,6,0,8,24,8,6,27,Bengaluru Bulls Beat Bengal Warriors  (43-42 ),"Pro Kabaddi League Season 7, 2019",League,0
1708,1,6,Bengaluru Bulls,8/3/2019,20:30,43,4,42,4,0,0,4,27,8,0,9,24,7,8,23,Bengaluru Bulls Beat Bengal Warriors  (43-42 ),"Pro Kabaddi League Season 7, 2019",League,0
1709,28,6,Haryana Steelers,8/4/2019,19:30,28,29,35,2,0,0,5,11,9,1,19,12,11,9,17,Tamil Thalaivas Beat Haryana Steelers  (35-28 ),"Pro Kabaddi League Season 7, 2019",League,0
1709,29,6,Tamil Thalaivas,8/4/2019,19:30,35,28,28,4,0,1,3,17,10,0,16,17,9,10,11,Tamil Thalaivas Beat Haryana Steelers  (35-28 ),"Pro Kabaddi League Season 7, 2019",League,0
1710,6,6,Patna Pirates,8/4/2019,20:30,20,7,41,2,0,0,2,9,7,0,16,8,18,7,15,Puneri Paltan Beat Patna Pirates  (41-20 ),"Pro Kabaddi League Season 7, 2019",League,1
1710,7,6,Puneri Paltan,8/4/2019,20:30,41,6,20,4,0,1,4,15,17,0,21,14,7,17,9,Puneri Paltan Beat Patna Pirates  (41-20 ),"Pro Kabaddi League Season 7, 2019",League,0
1711,2,6,Dabang Delhi K.C.,8/5/2019,19:30,35,3,24,4,0,2,3,18,8,0,16,17,4,8,16,Dabang Delhi K.C. Beat Jaipur Pink Panthers  (35-24 ),"Pro Kabaddi League Season 7, 2019",League,0
1711,3,6,Jaipur Pink Panthers,8/5/2019,19:30,24,2,35,0,0,2,3,16,3,0,15,13,10,3,18,Dabang Delhi K.C. Beat Jaipur Pink Panthers  (35-24 ),"Pro Kabaddi League Season 7, 2019",League,0
1712,31,6,Gujarat Fortunegiants,8/5/2019,20:30,31,7,33,2,0,0,1,20,7,1,10,16,13,7,12,Puneri Paltan Beat Gujarat Fortunegiants  (33-31 ),"Pro Kabaddi League Season 7, 2019",League,0
1712,7,6,Puneri Paltan,8/5/2019,20:30,33,31,31,2,0,3,3,12,12,1,20,13,7,12,20,Puneri Paltan Beat Gujarat Fortunegiants  (33-31 ),"Pro Kabaddi League Season 7, 2019",League,0
1713,30,6,U.P. Yoddha,8/7/2019,19:30,28,29,28,2,0,1,2,11,10,2,16,12,11,10,10,Match Tied,"Pro Kabaddi League Season 7, 2019",League,0
1713,29,6,Tamil Thalaivas,8/7/2019,19:30,28,30,28,2,0,3,3,10,10,0,16,11,11,10,11,Match Tied,"Pro Kabaddi League Season 7, 2019",League,0
1714,6,6,Patna Pirates,8/7/2019,20:30,26,28,35,2,0,0,3,15,5,1,16,15,11,5,15,Haryana Steelers Beat Patna Pirates  (35-26 ),"Pro Kabaddi League Season 7, 2019",League,1
1714,28,6,Haryana Steelers,8/7/2019,20:30,35,6,26,4,0,1,3,15,11,1,25,13,5,11,15,Haryana Steelers Beat Patna Pirates  (35-26 ),"Pro Kabaddi League Season 7, 2019",League,0
1715,8,6,Telugu Titans,8/8/2019,19:30,26,1,47,0,0,0,1,15,9,1,15,12,13,9,14,Bengaluru Bulls Beat Telugu Titans  (47-26 ),"Pro Kabaddi League Season 7, 2019",League,0
1715,1,6,Bengaluru Bulls,8/8/2019,19:30,47,8,26,4,0,3,7,14,13,6,13,18,9,13,15,Bengaluru Bulls Beat Telugu Titans  (47-26 ),"Pro Kabaddi League Season 7, 2019",League,0
1716,4,6,Bengal Warriors,8/9/2019,19:30,32,5,30,4,0,1,5,12,10,0,14,14,11,10,11,Bengal Warriors Beat U Mumba  (32-30 ),"Pro Kabaddi League Season 7, 2019",League,0
1716,5,6,U Mumba,8/9/2019,19:30,30,4,32,4,0,3,2,11,10,0,20,10,10,10,12,Bengal Warriors Beat U Mumba  (32-30 ),"Pro Kabaddi League Season 7, 2019",League,0
1717,6,6,Patna Pirates,8/9/2019,20:30,41,30,20,6,0,2,2,15,15,1,19,16,5,15,9,Patna Pirates Beat U.P. Yoddha  (41-20 ),"Pro Kabaddi League Season 7, 2019",League,1
1717,30,6,U.P. Yoddha,8/9/2019,20:30,20,6,41,0,0,2,5,9,4,0,14,9,16,4,15,Patna Pirates Beat U.P. Yoddha  (41-20 ),"Pro Kabaddi League Season 7, 2019",League,0
1718,31,11,Gujarat Fortunegiants,8/10/2019,19:30,28,29,34,2,0,3,3,11,8,1,18,11,13,8,12,Tamil Thalaivas Beat Gujarat Fortunegiants  (34-28 ),"Pro Kabaddi League Season 7, 2019",League,1
1718,29,11,Tamil Thalaivas,8/10/2019,19:30,34,31,28,4,0,2,3,12,12,1,25,9,9,12,11,Tamil Thalaivas Beat Gujarat Fortunegiants  (34-28 ),"Pro Kabaddi League Season 7, 2019",League,0
